"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"1134779","2001","FL","Florida","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","32.0","","","30.4","33.6","1445","Overall","Overall","EDUCA","12","12","","","","","",""
"1134780","2001","FL","Florida","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","28.5","","","27.0","30.0","1367","Overall","Overall","EDUCA","12","12","","","","","",""
"1134781","2001","FL","Florida","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","27.3","","","25.8","28.8","1362","Overall","Overall","EDUCA","12","12","","","","","",""
"1136488","2001","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","14.7","","","13.4","16.0","674","Overall","Overall","EDUCA","13","13","","","","","",""
"1136489","2001","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","29.7","","","28.0","31.4","1388","Overall","Overall","EDUCA","13","13","","","","","",""
"1136490","2001","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","24.7","","","23.1","26.3","1118","Overall","Overall","EDUCA","13","13","","","","","",""
"1136491","2001","GA","Georgia","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","30.9","","","29.2","32.6","1342","Overall","Overall","EDUCA","13","13","","","","","",""
"1140623","2001","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","6.3","","","5.3","7.3","303","Overall","Overall","EDUCA","14","14","","","","","",""
"1140624","2001","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","33.4","","","31.5","35.3","1401","Overall","Overall","EDUCA","14","14","","","","","",""
"1140625","2001","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","30.6","","","28.7","32.5","1355","Overall","Overall","EDUCA","14","14","","","","","",""
"1140626","2001","HI","Hawaii","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","29.7","","","28.0","31.4","1426","Overall","Overall","EDUCA","14","14","","","","","",""
"1143291","2001","ID","Idaho","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","9.7","","","8.7","10.7","467","Overall","Overall","EDUCA","15","15","","","","","",""
"1143292","2001","ID","Idaho","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","31.8","","","30.2","33.4","1559","Overall","Overall","EDUCA","15","15","","","","","",""
"1143293","2001","ID","Idaho","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","31.0","","","29.4","32.6","1508","Overall","Overall","EDUCA","15","15","","","","","",""
"1143294","2001","ID","Idaho","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","27.5","","","26.0","29.0","1288","Overall","Overall","EDUCA","15","15","","","","","",""
"1145752","2001","IL","Illinois","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","10.2","","","9.0","11.4","364","Overall","Overall","EDUCA","16","16","","","","","",""
"1145753","2001","IL","Illinois","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","30.2","","","28.6","31.8","1177","Overall","Overall","EDUCA","16","16","","","","","",""
"1145754","2001","IL","Illinois","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","29.1","","","27.5","30.7","1178","Overall","Overall","EDUCA","16","16","","","","","",""
"1145755","2001","IL","Illinois","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","30.5","","","28.9","32.1","1285","Overall","Overall","EDUCA","16","16","","","","","",""
"1147865","2001","IN","Indiana","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","10.8","","","9.7","11.9","413","Overall","Overall","EDUCA","17","17","","","","","",""
"1147866","2001","IN","Indiana","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","38.8","","","37.1","40.5","1545","Overall","Overall","EDUCA","17","17","","","","","",""
"1147867","2001","IN","Indiana","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","24.2","","","22.7","25.7","962","Overall","Overall","EDUCA","17","17","","","","","",""
"1147868","2001","IN","Indiana","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","26.1","","","24.6","27.6","1069","Overall","Overall","EDUCA","17","17","","","","","",""
"1149741","2001","IA","Iowa","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","8.2","","","7.2","9.2","314","Overall","Overall","EDUCA","18","18","","","","","",""
"1149742","2001","IA","Iowa","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","38.1","","","36.3","39.9","1375","Overall","Overall","EDUCA","18","18","","","","","",""
"1149743","2001","IA","Iowa","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","29.2","","","27.4","31.0","1027","Overall","Overall","EDUCA","18","18","","","","","",""
"1149744","2001","IA","Iowa","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","24.4","","","22.8","26.0","903","Overall","Overall","EDUCA","18","18","","","","","",""
"1151392","2001","KS","Kansas","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","7.2","","","6.3","8.1","314","Overall","Overall","EDUCA","19","19","","","","","",""
"1151393","2001","KS","Kansas","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","31.5","","","30.0","33.0","1405","Overall","Overall","EDUCA","19","19","","","","","",""
"1151394","2001","KS","Kansas","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","30.1","","","28.6","31.6","1385","Overall","Overall","EDUCA","19","19","","","","","",""
"1151395","2001","KS","Kansas","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","31.2","","","29.7","32.7","1483","Overall","Overall","EDUCA","19","19","","","","","",""
"1154445","2001","KY","Kentucky","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","18.5","","","17.4","19.6","1743","Overall","Overall","EDUCA","20","20","","","","","",""
"1154446","2001","KY","Kentucky","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","39.1","","","37.5","40.7","2839","Overall","Overall","EDUCA","20","20","","","","","",""
"1154447","2001","KY","Kentucky","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","23.5","","","22.0","25.0","1693","Overall","Overall","EDUCA","20","20","","","","","",""
"1154448","2001","KY","Kentucky","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","18.9","","","17.6","20.2","1236","Overall","Overall","EDUCA","20","20","","","","","",""
"1156908","2001","LA","Louisiana","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","16.9","","","15.7","18.1","817","Overall","Overall","EDUCA","21","21","","","","","",""
"1156909","2001","LA","Louisiana","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","36.7","","","35.2","38.2","1770","Overall","Overall","EDUCA","21","21","","","","","",""
"1156910","2001","LA","Louisiana","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","22.9","","","21.6","24.2","1178","Overall","Overall","EDUCA","21","21","","","","","",""
"1156911","2001","LA","Louisiana","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","23.4","","","22.1","24.7","1211","Overall","Overall","EDUCA","21","21","","","","","",""
"1158147","2001","ME","Maine","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","8.4","","","7.2","9.6","208","Overall","Overall","EDUCA","22","22","","","","","",""
"1158148","2001","ME","Maine","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","37.9","","","35.7","40.1","885","Overall","Overall","EDUCA","22","22","","","","","",""
"1158149","2001","ME","Maine","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","25.8","","","23.8","27.8","599","Overall","Overall","EDUCA","22","22","","","","","",""
"1158150","2001","ME","Maine","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","27.9","","","25.9","29.9","720","Overall","Overall","EDUCA","22","22","","","","","",""
"1160540","2001","MD","Maryland","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","9.2","","","8.0","10.4","359","Overall","Overall","EDUCA","23","23","","","","","",""
"1160541","2001","MD","Maryland","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","28.3","","","26.5","30.1","1276","Overall","Overall","EDUCA","23","23","","","","","",""
"1160542","2001","MD","Maryland","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","23.6","","","22.0","25.2","1087","Overall","Overall","EDUCA","23","23","","","","","",""
"1160543","2001","MD","Maryland","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","38.8","","","37.0","40.6","1737","Overall","Overall","EDUCA","23","23","","","","","",""
"1162560","2001","MA","Massachusetts","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","8.2","","","7.5","8.9","782","Overall","Overall","EDUCA","24","24","","","","","",""
"1162561","2001","MA","Massachusetts","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","26.7","","","25.6","27.8","2266","Overall","Overall","EDUCA","24","24","","","","","",""
"1162562","2001","MA","Massachusetts","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","25.0","","","23.9","26.1","2068","Overall","Overall","EDUCA","24","24","","","","","",""
"1162563","2001","MA","Massachusetts","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","40.1","","","38.9","41.3","3481","Overall","Overall","EDUCA","24","24","","","","","",""
"1165034","2001","MI","Michigan","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","11.0","","","9.8","12.2","402","Overall","Overall","EDUCA","25","25","","","","","",""
"1165035","2001","MI","Michigan","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","33.3","","","31.6","35.0","1226","Overall","Overall","EDUCA","25","25","","","","","",""
"1165036","2001","MI","Michigan","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","29.6","","","27.9","31.3","1142","Overall","Overall","EDUCA","25","25","","","","","",""
"1165037","2001","MI","Michigan","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","26.1","","","24.5","27.7","1051","Overall","Overall","EDUCA","25","25","","","","","",""
"1167462","2001","MN","Minnesota","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","7.8","","","6.8","8.8","301","Overall","Overall","EDUCA","26","26","","","","","",""
"1167463","2001","MN","Minnesota","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","27.6","","","26.0","29.2","1060","Overall","Overall","EDUCA","26","26","","","","","",""
"1167464","2001","MN","Minnesota","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","32.6","","","31.0","34.2","1279","Overall","Overall","EDUCA","26","26","","","","","",""
"1167465","2001","MN","Minnesota","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","31.9","","","30.3","33.5","1321","Overall","Overall","EDUCA","26","26","","","","","",""
"1169983","2001","MS","Mississippi","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","18.3","","","16.7","19.9","549","Overall","Overall","EDUCA","27","27","","","","","",""
"1169984","2001","MS","Mississippi","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","33.3","","","31.3","35.3","974","Overall","Overall","EDUCA","27","27","","","","","",""
"1169985","2001","MS","Mississippi","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","26.0","","","24.2","27.8","790","Overall","Overall","EDUCA","27","27","","","","","",""
"1169986","2001","MS","Mississippi","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","22.3","","","20.6","24.0","715","Overall","Overall","EDUCA","27","27","","","","","",""
"1171819","2001","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","12.5","","","11.2","13.8","585","Overall","Overall","EDUCA","28","28","","","","","",""
"1171820","2001","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","33.7","","","31.8","35.6","1485","Overall","Overall","EDUCA","28","28","","","","","",""
"1171821","2001","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","28.6","","","26.7","30.5","1160","Overall","Overall","EDUCA","28","28","","","","","",""
"1171822","2001","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","25.2","","","23.4","27.0","941","Overall","Overall","EDUCA","28","28","","","","","",""
"1173249","2001","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","10.0","","","8.6","11.4","364","Overall","Overall","EDUCA","29","29","","","","","",""
"1173250","2001","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","33.7","","","31.5","35.9","1136","Overall","Overall","EDUCA","29","29","","","","","",""
"1173251","2001","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","29.7","","","27.5","31.9","969","Overall","Overall","EDUCA","29","29","","","","","",""
"1173252","2001","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","26.6","","","24.5","28.7","863","Overall","Overall","EDUCA","29","29","","","","","",""
"1175668","2001","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","9.2","","","8.1","10.3","361","Overall","Overall","EDUCA","30","30","","","","","",""
"1175669","2001","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","37.9","","","36.0","39.8","1322","Overall","Overall","EDUCA","30","30","","","","","",""
"1175670","2001","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","29.0","","","27.3","30.7","1077","Overall","Overall","EDUCA","30","30","","","","","",""
"1175671","2001","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","23.9","","","22.4","25.4","917","Overall","Overall","EDUCA","30","30","","","","","",""
"1178324","2001","NV","Nevada","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","8.5","","","6.8","10.2","192","Overall","Overall","EDUCA","31","31","","","","","",""
"1178325","2001","NV","Nevada","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","29.3","","","26.8","31.8","797","Overall","Overall","EDUCA","31","31","","","","","",""
"1178326","2001","NV","Nevada","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","34.3","","","31.6","37.0","846","Overall","Overall","EDUCA","31","31","","","","","",""
"1178327","2001","NV","Nevada","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","27.9","","","25.2","30.6","725","Overall","Overall","EDUCA","31","31","","","","","",""
"1180463","2001","NH","New Hampshire","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","7.7","","","6.7","8.7","300","Overall","Overall","EDUCA","32","32","","","","","",""
"1180464","2001","NH","New Hampshire","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","31.5","","","29.9","33.1","1208","Overall","Overall","EDUCA","32","32","","","","","",""
