"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"452991","2007","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","11.0","","","9.4","12.6","601","Overall","Overall","EDUCA","28","28","","","","","",""
"452992","2007","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","33.9","","","31.9","35.9","1949","Overall","Overall","EDUCA","28","28","","","","","",""
"452993","2007","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","27.0","","","25.0","29.0","1301","Overall","Overall","EDUCA","28","28","","","","","",""
"452994","2007","MO","Missouri","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","28.1","","","26.3","29.9","1405","Overall","Overall","EDUCA","28","28","","","","","",""
"454745","2007","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","6.9","","","5.9","7.9","409","Overall","Overall","EDUCA","29","29","","","","","",""
"454746","2007","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","31.6","","","30.0","33.2","1892","Overall","Overall","EDUCA","29","29","","","","","",""
"454747","2007","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","28.8","","","27.2","30.4","1740","Overall","Overall","EDUCA","29","29","","","","","",""
"454748","2007","MT","Montana","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","32.7","","","31.1","34.3","1942","Overall","Overall","EDUCA","29","29","","","","","",""
"457961","2007","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","7.6","","","6.6","8.6","923","Overall","Overall","EDUCA","30","30","","","","","",""
"457962","2007","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","32.1","","","30.3","33.9","4135","Overall","Overall","EDUCA","30","30","","","","","",""
"457963","2007","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","27.3","","","25.5","29.1","3007","Overall","Overall","EDUCA","30","30","","","","","",""
"457964","2007","NE","Nebraska","Demographics","Education","What is the highest grade or year of school you completed?","College+","BRFSS","%","Crude Prevalence","33.0","","","31.2","34.8","2857","Overall","Overall","EDUCA","30","30","","","","","",""
"459430","2007","NV","Nevada","Demographics","Education","What is the highest grade or year of school you completed?","Less than H.S.","BRFSS","%","Crude Prevalence","14.0","","","12.0","16.0","402","Overall","Overall","EDUCA","31","31","","","","","",""
"459431","2007","NV","Nevada","Demographics","Education","What is the highest grade or year of school you completed?","H.S. or G.E.D.","BRFSS","%","Crude Prevalence","27.5","","","25.3","29.7","1105","Overall","Overall","EDUCA","31","31","","","","","",""
"459432","2007","NV","Nevada","Demographics","Education","What is the highest grade or year of school you completed?","Some post-H.S.","BRFSS","%","Crude Prevalence","29.7","","","27.5","31.9","1329","Overall","Overall","EDUCA","31","31","","","","","",""
