city,country,latitude,longitude,name,postalCode,province
Huntsville,US,34.73553,-86.62671,Popeye's Louisiana Kitchen,35816,AL
Daphne,US,30.6402,-87.8663,SUBWAY,36526,AL
Auburn University,US,32.5969,-85.4875,Chick-Fil-A,36849,AL
Athens,US,33.919847,-83.442552,CookOut,30606,GA
Locust,US,35.256151,-80.459473,Andys Burgers Shakes Fries,28097,NC
Los Angeles,US,34.188015,-118.228765,Guss DRIVEIN,90017,CA
Walterboro,US,32.907573,-80.667455,Hardees,29488,SC
Lexington,US,38.060669,-84.501126,Rallys,40508,KY
Knoxville,US,36.03411,-83.87656199999999,Sarku Japan,37924,TN
Sitka,US,57.0601,-135.3493,McDonald's,99835,AK
Wynne,US,35.247931,-90.782062,KFC,72396,AR
Springdale,US,36.17552,-94.15884,SUBWAY,72762,AR
Sun City,US,33.609649,-112.268303,Jack in the Box,85351,AZ
Mountain Home,US,36.346422,-92.377359,Jimmy Johns,72653,AR
Bellingham,US,48.771291,-122.45995900000001,KFC,98226,WA
Humble,US,29.99638,-95.161887,Subway,77346,TX
Forest Hills,US,40.732399,-73.849331,McDonalds,11375,NY
Birmingham,US,33.42433,-86.80498,Moes Southwest Grill,35216,AL
Hempstead,US,40.70231,-73.626281,SUBWAY,11550,NY
Martinsburg,US,39.464940000000006,-77.94753,Seasons Best Seafood,25404,WV
Quincy,US,39.935699,-91.364413,McDonalds,62301,IL
Federal Way,US,47.311113,-122.31908999999999,Jack in the Box,98003,WA
Harrisburg,US,40.254494,-76.853769,Bangkok 56,17104,PA
Medford,US,42.323182,-122.867998,China Hut,97501,OR
West Palm Beach,US,26.808024,-80.095416,Arby's,33403,FL
Honolulu,US,21.356370000000002,-157.92708000000002,Baskin-Robbins,96818,HI
Tuscaloosa,US,33.1692,-87.4978,Domino's Pizza,35405,AL
Birmingham,US,33.6503,-86.6351,Gyro's Cafe,35235,AL
Baton Rouge,US,30.359046000000003,-91.00649,ChickfilA,70817,LA
Kalkaska,US,44.749044,-85.178657,McDonalds,49646,MI
Austin,US,30.256213,-97.810013,Quiznos,78746,TX
Friendswood,US,29.542862,-95.155829,SUBWAY,77546,TX
Troutdale,US,45.544117,-122.393348,Taco Bell,97060,OR
Asheville,US,35.586307,-82.59250300000001,KFC,28806,NC
Grapevine,US,32.959088,-97.043042,Whataburger,76051,TX
Fayetteville,US,35.019015,-78.902796,KFC,28306,NC
Durham,US,35.902707,-78.89438299999999,Pizza Hut,27713,NC
Salt Lake City,US,40.760877,-111.867938,Del Taco,84102,UT
Yakima,US,46.598618,-120.514351,KFC,98902,WA
West Palm Beach,US,26.639978000000003,-80.11318399999999,KFC,33415,FL
Cape Coral,US,26.630527,-82.070116,Olde Fish House Marina,33993,FL
Aberdeen,US,46.977587,-123.803964,KFC,98520,WA
Denver,US,39.678809,-104.915097,McDonalds,80222,CO
Florence,US,34.172487,-79.802385,Pizza Hut,29501,SC
Kansas City,US,39.093942,-94.505862,Teresas Drive In,64126,MO
Winston-Salem,US,36.07479,-80.335734,SUBWAY,27104,NC
Jacksonville,US,34.780056,-77.38999100000001,Taco Bell,28546,NC
New York,US,40.74862,-73.98700799999999,Subway Sandwiches,10001,NY
Aurora,US,39.699184,-104.826814,Fazolis,80012,CO
Foley,US,30.379886,-87.68390600000001,KFC,36535,AL
Ocean City,US,38.356673,-75.07549200000001,SUBWAY,21842,MD
Fresno,US,36.808756,-119.846351,Jimmy Johns,93711,CA
Columbus,US,40.010715999999995,-82.866547,McDonalds,43230,OH
Greensboro,US,36.041559,-79.844776,Popeyes Louisiana Kitchen,27407,NC
Saint Paul,US,44.943551,-93.166498,Jimmy Johns,55104,MN
Horn Lake,US,34.962817,-90.092417,Subway,38637,MS
West Palm Beach,US,26.720059999999997,-80.110179,Dominos Pizza,33409,FL
Fayetteville,US,35.109683000000004,-78.879622,KFC,28311,NC
Birmingham,US,33.55893,-86.71577099999999,Rallys,35215,AL
Miami,US,25.733179,-80.367137,Checkers,33165,FL
Billings,US,45.781209999999994,-108.50673,Guadalajara Original Family Mexican Restaurant,59101,MT
Brandywine,US,38.671246999999994,-76.876992,Checkers,20613,MD
Salisbury,US,35.69449,-80.51539,Blue Bay Seafood Restaurant,28147,NC
Wasilla,US,61.58177,-149.43418,Senor Taco,99654,AK
Newport News,US,37.041801,-76.469659,SUBWAY,23601,VA
Amelia,US,39.04684,-84.24551,McDonald's,45102,OH
Beaver Dam,US,37.43339,-86.88521,McDonald's,42320,KY
Bowling Green,US,36.93223,-86.41588,Domino's Pizza,42104,KY
Ft Mitchell,US,39.03241,-84.53715,White Castle,41017,KY
Tompkinsville,US,36.70002,-85.69357,Dairy Queen,42167,KY
Milford,US,39.19357,-84.2397,Sonic Drive-In,45150,OH
Cincinnati,US,39.096109999999996,-84.27813,Sonic Drive-In,45245,OH
Maineville,US,39.30703,-84.27803,Sonic Drive-In,45039,OH
Cincinnati,US,39.16907,-84.49689000000001,Wendy's - Temporarily Closed,45217,OH
Martin,US,36.33522,-88.85395,Dairy Queen,38237,TN
Louisville,US,38.220259999999996,-85.77736,White Castle,40208,KY
Norton,US,36.95864,-82.60445,Pal's Sudden Service,24273,VA
Jackson,US,37.55766,-83.38846,Taco Bell,41339,KY
Louisville,US,38.138090000000005,-85.6736,Dairy Queen,40219,KY
Newport,US,39.07713,-84.47892,Subway,41071,KY
Portland,US,36.581920000000004,-86.51578,Subway,37148,TN
Calvert City,US,37.00208,-88.31873,Subway,42029,KY
Clarksville,US,36.553490000000004,-87.39622,Sonic Drive-In,37042,TN
Clarksville,US,36.50396,-87.37,Subway,37040,TN
Oak Grove,US,36.665226000000004,-87.425514,Arby's,42262,KY
New Richmond,US,38.957609999999995,-84.16938,Frisch's Big Boy,45157,OH
Louisville,US,38.19685,-85.83983,Subway,40216,KY
Shepherdsville,US,38.004517,-85.68876999999999,Long John Silver's,40165,KY
Shepherdsville,US,37.979929999999996,-85.69484,Subway,40165,KY
Louisville,US,38.17459,-85.71226,Wendy's,40213,KY
Paris,US,38.19246,-84.27701,McDonald's,40361,KY
Cincinnati,US,39.14202,-84.39285,1 Frisch's Big Boy Restaurant,45227,OH
Hazleton,US,40.968624,-76.000272,Taco Bell,18202,PA
Astoria,US,40.761609,-73.923229,BaskinRobbins,11106,NY
Memphis,US,35.020340999999995,-89.954162,SONIC Drive In,38118,TN
Macon,US,32.813879,-83.659664,Taco Bell,31206,GA
Cambridge,US,38.553569,-76.05413,Dominos Pizza,21613,MD
Greensboro,US,36.132808000000004,-79.79391899999999,Bojangles Famous Chicken n Biscuits,27455,NC
Fayetteville,US,35.028612,-78.926992,Pizza Hut,28304,NC
Texas City,US,29.379133000000003,-94.97151,SUBWAY,77591,TX
Dayton,US,39.783644,-84.188723,Taco Bell,45404,OH
Palmetto,US,27.521802,-82.572753,Dominos Pizza,34221,FL
Wauseon,US,41.570639,-84.13494,McDonalds,43567,OH
Mannington,US,39.519335999999996,-80.320849,McDonalds,26582,WV
Saint Paul,US,44.944303999999995,-93.093117,Restaurant 11,55101,MN
Lenoir,US,35.907134,-81.532218,Hardees Red Burrito,28645,NC
Jacksonville,US,34.780235,-77.394628,Hardees,28546,NC
Wise,US,36.97999,-82.583878,Hardees,24293-6904,VA
Fairmont,US,39.464211,-80.124051,Hardees Red Burrito,26554,WV
Seaside,US,45.993,-123.9287,Bee Bop Burgers,97138,OR
Columbia,US,34.07,-81.16199999999999,Panera Bread,29212,SC
Salt Lake City,US,40.652167,-111.888057,Jimmy Johns,84107,UT
Omak,US,48.417081,-119.507554,McDonalds,98841,WA
Southlake,US,32.938133,-97.184191,McDonalds,76092,TX
Florence,US,34.8334,-87.629888,KFC,35630,AL
Maumee,US,41.579636,-83.66382,Taco Bell,43537,OH
Rio Rancho,US,35.329212,-106.57108600000001,Wendys,87144,NM
Houston,US,29.933162,-95.583563,Wendys,77070,TX
Los Angeles,US,34.040614,-118.425582,Hot Dog on a Stick,90064,CA
Franklin,US,35.940302,-86.820976,Culvers,37067,TN
Olympia,US,47.06557,-122.76546,Mayan Family Mexican Restaurant,98516,WA
Hendersonville,US,36.303020000000004,-86.63699,Tazza Cafe,37075,TN
Dickson,US,36.060159999999996,-87.37527,Panda Express,37055,TN
Courtland,US,36.695469,-77.040301,Dairy Queen,23837,VA
Moneta,US,37.113063000000004,-79.715475,Dairy Queen,24121,VA
Rich Creek,US,37.38395,-80.82112,Dairy Queen,24147,VA
Richmond,US,37.58998,-77.5326,Moe's Southwest Grill,23226,VA
Roanoke,US,37.3244,-79.97496,Mcalister's Deli,24012,VA
Petersburg,US,37.23473,-77.41986999999999,Chick-Fil-A,23803,VA
Norfolk,US,36.86992,-76.29289,Moe's Southwest Grill,23517,VA
Henrico,US,37.6139,-77.52078,Taco Bell,23294,VA
Virginia Beach,US,36.799985,-76.174313,KFC,23464,VA
Newport News,US,37.129393,-76.538191,Mr Gyros Burgers,23608,VA
Henrico,US,37.60007,-77.56403,Chick-Fil-A,23229,VA
Spokane,US,47.6569,-117.3148,Taco Time,99212,WA
Olympia,US,47.0416,-122.84700000000001,Taco Time,98501,WA
Spokane,US,47.657309999999995,-117.31085,Puerto Vallarta Restaurant,99212,WA
Bellingham,US,48.719590000000004,-122.50183999999999,Win's Drive-In,98225,WA
Lakewood,US,47.160835,-122.484315,Wendy's,98499,WA
Mount Vernon,US,48.4184,-122.3298,IL Granaio,98273,WA
Marysville,US,48.09324,-122.18843500000001,Villa Fresh Italian Kitchen,98271,WA
East Wenatchee,US,47.4044,-120.2836,Peking Chinese Restaurant,98802,WA
Columbus,US,40.0604,-82.9691,Chipotle Mexican Grill,43229,OH
New Albany,US,40.0936,-82.8235,Chipotle Mexican Grill,43054,OH
Canton,US,40.836954,-81.324816,Bob Evans,44705,OH
Medina,US,41.150529999999996,-81.86364,Chipotle Mexican Grill,44256,OH
Toledo,US,41.692791,-83.567437,Pizza Hut,43612,OH
Hillsboro,US,39.229387,-83.611106,Pizza Hut,45133,OH
Cincinnati,US,39.1608,-84.4249,Chick-Fil-A,45209,OH
Toledo,US,41.66299,-83.61048000000001,Chick-Fil-A,43606,OH
Ponca City,US,36.697540000000004,-97.06761999999999,SONIC Drive-In,74601,OK
Houston,US,29.846314000000003,-95.384033,McDonalds,77076,TX
Etna,US,39.958251000000004,-82.69466800000001,SUBWAY,43018,OH
Harrisburg,US,40.0204,-76.65741,McDonalds,17111,PA
Hickory,US,35.70268,-81.296581,Panera Bread,28602,NC
Burlington,US,36.080917,-79.51021899999999,SUBWAY,27215,NC
Pelham,US,33.27966,-86.81198,Popeyes Chicken Biscuits,35124,AL
Milledgeville,US,33.108252,-83.253332,KFC,31061,GA
Indianapolis,US,39.795508,-86.04483499999999,Jimmy Johns,46219,IN
Delaware,US,40.300306,-83.067757,Jimmy Johns,43015,OH
New Albany,US,38.283328000000004,-85.82968100000001,Subway,47150,IN
Spartanburg,US,34.980682,-81.96829699999999,Pizza Hut,29303,SC
Elk Grove,US,38.425016,-121.48127099999999,KFC,95758,CA
Dumfries,US,38.60913,-77.358758,Subway,22025,VA
Medford,US,42.312422999999995,-122.8549,Subway,97501,OR
Waterloo,US,43.182019,-89.000302,Burger King,53594,WI
Buena Park,US,33.846864000000004,-118.013452,Jack in the Box,90620,CA
Thibodaux,US,29.814697,-90.81474200000001,SONIC Drive In,70301,LA
Tampa,US,28.130622,-82.366915,Dunkin Donuts,33647,FL
Eureka,US,40.720866,-89.280674,Subway,61530,IL
Bradenton,US,27.463185,-82.578345,Chipotle Mexican Grill,34207,FL
Medina,US,41.136682,-81.79146899999999,Dairy Queen,44256,OH
Baltimore,US,39.340517,-76.59059,McDonalds,21218,MD
Milwaukee,US,43.059893,-88.065797,SUBWAY,53226,WI
Oklahoma City,US,35.34924,-97.50240500000001,Arbys,73160,OK
Cresson,US,40.459889000000004,-78.595543,McDonalds,16630,PA
Sacramento,US,38.581122,-121.504855,SUBWAY,95814,CA
Pullman,US,46.727332000000004,-117.16974599999999,Tokyo Seoul,99163,WA
Concord,US,35.39123,-80.624897,ChickfilA,28027,NC
Cocoa Beach,US,28.352106,-80.608362,Taco Bell,32931,FL
El Segundo,US,33.924851000000004,-118.396732,Carls Jr Green Burrito,90245,CA
Raleigh,US,35.867503,-78.622794,Jasons Deli,27609,NC
Sunnyside,US,40.743144,-73.92132,White Castle,11104,NY
Portland,US,45.539722,-122.61243700000001,KFC,97213,OR
Chicago,US,41.872237,-87.627738,Jimmy Johns,60605,IL
Columbus,US,40.049258,-82.916792,Panera Bread,43219,OH
McAlester,US,34.916276,-95.746002,Arbys,74501,OK
Wooster,US,40.821870000000004,-81.933747,Pizza Hut,44691,OH
Tacoma,US,47.121221000000006,-122.43437,Pizza Hut,98444,WA
Forest City,US,35.319736999999996,-81.88098199999999,Pizza Hut,28043,NC
Mifflintown,US,40.583393,-77.36972,SUBWAY,17059,PA
Westwego,US,29.899983000000002,-90.146592,McDonalds,70094,LA
Mobile,US,30.675194,-88.131162,Waffle House,36608,AL
Goose Creek,US,32.998514,-80.038907,Pizza Hut,29445,SC
Aurora,US,39.726434000000005,-104.84772199999999,Burger King,80011,CO
Westerville,US,40.146314000000004,-82.922169,Panda Express,43082,OH
Martinsburg,US,39.448833,-77.979218,Dairy Queen,25401,WV
Cleveland,US,41.462409,-81.802945,Subway,44111,OH
Gallatin,US,36.360887,-86.49620999999999,SUBWAY,37066,TN
Conroe,US,30.367240000000002,-95.483827,McDonalds,77303,TX
Dunn,US,35.321234999999994,-78.63539300000001,Smithfields Chicken N BarBQ,28334,NC
Salisbury,US,35.643307,-80.481876,Waffle House,28147,NC
Simpsonville,US,34.718068,-82.257356,Pizza Hut,29680,SC
Huntington Beach,US,33.712447999999995,-117.98951000000001,SUBWAY,92647,CA
Winterville,US,35.549692,-77.383648,Pizza Hut,28590,NC
Danville,US,40.95782,-76.6115,Dominos Pizza,17821,PA
Indianapolis,US,39.856322999999996,-86.241535,Penn Station East Coast Subs,46254,IN
Prattville,US,32.460653,-86.393919,Hardees,36066,AL
Queen Creek,US,33.233705,-111.686524,Burger King,85142,AZ
Puyallup,US,47.098203000000005,-122.29285700000001,Wendys,98374,WA
Bradenton,US,27.461775,-82.5685,Firehouse Subs,34207,FL
Fremont,US,41.357787,-83.136371,Pizza Hut,43420,OH
Little Rock,US,34.750103,-92.407465,Waffle House,72211,AR
Kent,US,47.357805,-122.114682,Carls Jr,98042,WA
Decatur,US,34.536174,-86.908218,McDonalds,35603,AL
Charlotte,US,35.228982,-80.925877,Bojangles Famous Chicken n Biscuits,28208,NC
Riverview,US,27.792938,-82.333232,SUBWAY,33579,FL
Lubbock,US,33.577306,-101.947757,Burger King,79407,TX
Cleveland,US,41.38823,-81.82332,SUBWAY,44130,OH
Ocoee,US,28.603815,-81.548891,Subway,34761,FL
Spokane,US,47.653693,-117.423229,Dominos Pizza,99201,WA
Alvin,US,29.413399,-95.243273,SONIC Drive In,77511,TX
Livingston,US,37.387634999999996,-120.737963,Popeyes Louisiana Kitchen,95334,CA
Oxford,US,36.299202,-78.58525,Dominos Pizza,27565,NC
North Olmsted,US,41.426706,-81.893963,Dairy Queen,44070,OH
Chicago,US,41.968459,-87.71315600000001,Popeyes Louisiana Kitchen,60625,IL
Fergus Falls,US,46.288917,-96.116248,Burger King,56537,MN
West Columbia,US,33.991966999999995,-81.056133,Cafe Strudel,29169,SC
Pueblo,US,38.232103,-104.661764,SONIC Drive In,81005,CO
Mesa,US,33.380714000000005,-111.806248,Old Country Buffet,85204,AZ
Nottingham,US,39.400949,-76.47808,McDonalds,21236,MD
North Hills,US,34.22824,-118.500662,McDonalds,91343,CA
San Jose,US,37.323018,-121.952851,Arbys,95117,CA
Cleveland,US,41.365111999999996,-81.685438,QDOBA Mexican Eats,44134,OH
Venice,US,33.997607,-118.46093400000001,SUBWAY,90291,CA
Brady,US,31.113968,-99.33527,SUBWAY,76825,TX
Union City,US,37.597535,-122.070573,Jollibee,94587,CA
Seattle,US,47.667746,-122.376674,Wendys,98107,WA
Tempe,US,33.393267,-111.97776499999999,McDonalds,85282,AZ
Long Beach,US,33.831131,-118.084953,InNOut Burger,90808,CA
Tualatin,US,45.383012,-122.7482,Chipotle Mexican Grill,97062,OR
Marengo,US,42.248274,-88.60813900000001,Subway,60152,IL
Columbus,US,39.915236,-82.880151,Churchs Chicken,43232,OH
Washington,US,38.55366,-91.006095,SONIC Drive In,63090,MO
Anderson,US,40.077048,-85.67754599999999,SUBWAY,46013,IN
Piedmont,US,34.729989,-82.388994,Waffle House,29673,SC
Los Angeles,US,34.050965999999995,-118.256725,Saffron,90071,CA
Miami,US,25.684282,-80.366571,Chicken Kitchen,33176,FL
Johnson City,US,36.340531,-82.375534,McDonalds,37601,TN
Ironton,US,38.500356,-82.652345,Wendys,45638,OH
Panama City Beach,US,30.220901,-85.869446,Red Robin Gourmet Burgers and Brews,32413,FL
Midvale,US,40.623505,-111.86548,Wendys,84047,UT
Waupaca,US,44.356882,-89.113254,Burger King,54981,WI
Eugene,US,44.065937,-123.074495,Carls Jr,97401,OR
Lancaster,US,34.703693,-118.145963,Churchs Chicken,93534,CA
Pearland,US,29.556326000000002,-95.392389,Taco Cabana,77584,TX
Milwaukee,US,43.010542,-88.010375,SUBWAY,53214,WI
Ferdinand,US,38.209019,-86.864636,Wendys,47532,IN
Erlanger,US,39.021685999999995,-84.58856,McDonalds,41018,KY
Durham,US,35.974728000000006,-78.924573,Subway,27707,NC
Largo,US,27.928040999999997,-82.787287,SUBWAY,33770,FL
Eugene,US,44.056988,-123.09007,The Campbell House Inn Restaurant,97401,OR
Charlotte,US,35.234808,-80.73893100000001,CookOut,28215,NC
Sherwood,US,45.365922,-122.847632,McDonald's,97140,OR
Redmond,US,44.26791,-121.19238,McDonald's,97756,OR
Albany,US,44.6289,-123.0816,Red Robin Gourmet Burgers,97322,OR
Redmond,US,44.294214000000004,-121.17327,SONIC Drive-In,97756,OR
The Dalles,US,45.6018,-121.1851,Burgerville,97058,OR
Portland,US,45.496584999999996,-122.56657299999999,Burgerville,97266,OR
Portland,US,45.5386,-122.5793,Taco Bell,97220,OR
Sutherlin,US,43.38718,-123.34228999999999,Taco Bell,97479,OR
Hillsboro,US,45.500036,-122.91774699999999,Taco Bell,97123,OR
Portland,US,45.576643,-122.661672,Taco Bell,97211,OR
Portland,US,45.5593,-122.6614,Pizza Hut,97211,OR
Eugene,US,44.04844,-123.14121000000002,Sushi Island Japenese Restaurant,97402,OR
Eugene,US,44.0481,-123.1382,Jaliscos Mexican Restaurant,97402,OR
Portland,US,45.4393,-122.7524,Mazatlan Mexican Restaurant,97223,OR
Portland,US,45.5205,-122.6606,Nicholas' Restaurant,97214,OR
Roseburg,US,43.2353,-123.3691,SUBWAY,97471,OR
Springfield,US,44.0461,-123.0225,Taco Time,97477,OR
Dallas,US,44.930721999999996,-123.306618,Burger King,97338,OR
Portland,US,45.415494,-122.63198500000001,Jack in the Box,97267,OR
Klamath Falls,US,42.2502,-121.7892,Burger King,97601,OR
Roseburg,US,43.23079,-123.37046000000001,Panda Express,97471,OR
Littleton,US,39.572235,-104.987977,Pizza Hut,80122,CO
Cortland,US,41.329024,-80.725468,Dairy Queen,44410,OH
Festus,US,38.212192,-90.392572,SONIC Drive In,63028,MO
Hazel Green,US,34.930985,-86.572243,SONIC Drive In,35750,AL
Cedar Rapids,US,41.891442,-91.674059,McDonalds,52404,IA
Charlotte,US,35.170884,-80.74573000000001,Papa Johns Pizza,28212,NC
Shippensburg,US,40.062412,-77.496545,Subway,17257,PA
Minooka,US,41.421735,-88.27073399999999,Culvers,60447,IL
Tucson,US,32.235805,-110.95759,SUBWAY,85719,AZ
Centre,US,34.159555,-85.71138,Captain Ds,35960,AL
Carmel,US,39.969482,-86.1563,Jasons Deli,46032,IN
Norfolk,US,36.933068,-76.20442299999999,Chanello’s Pizza,23518,VA
Fayetteville,US,35.045541,-78.878869,Dairy Queen,28303-7244,NC
Minneapolis,US,45.00273,-93.23725999999999,Lola's Cafe At King's Landing,55413,MN
Plainfield,US,39.712064,-86.371583,SUBWAY,46168,IN
Indianapolis,US,39.76141,-86.157403,SUBWAY,46225,IN
Gary,US,41.5729,-87.4035,SUBWAY,46406,IN
Michigan City,US,41.672615,-86.89399,Five Guys Burgers Fries,46360,IN
Rapid City,US,44.112797,-103.27286600000001,Subway,57702,SD
Eden,US,36.489474,-79.738798,Popeyes Louisiana Kitchen,27288,NC
Gulfport,US,30.397713,-89.030035,Checkers,39507,MS
Houston,US,29.961178999999998,-95.547201,Sonic DriveIn,77070,TX
Aurora,US,39.677141,-104.866474,KFC,80014,CO
Saginaw,US,43.398878,-83.91113,SUBWAY,48601,MI
Cocoa,US,28.374928999999998,-80.74126600000001,SUBWAY,32922,FL
West Columbia,US,33.986247,-81.072401,Zesto of West Columbia,29169,SC
Fort Myers,US,26.463024,-81.779802,SUBWAY,33965,FL
Gulf Shores,US,30.266621,-87.689042,Arbys,36542,AL
Phoenix,US,33.495125,-112.028947,KFC,85016,AZ
Hallsville,US,32.504488,-94.57765500000001,Dairy Queen,75650-5186,TX
Miami,US,25.656326999999997,-80.405036,Dunkin Donuts,33186,FL
Lecompte,US,31.073741,-92.432167,Burger King,71346,LA
Columbus,US,39.94162,-82.982935,Pizza Hut,43206,OH
Spartanburg,US,34.932863,-81.98770999999999,Ryans,29301,SC
Fredericksburg,US,38.233938,-77.504418,Wendys,22407,VA
Columbus,US,39.952411,-83.116452,Bob Evans,43228,OH
Moreno Valley,US,33.940126,-117.26101100000001,Taco Bell,92553,CA
Newark,US,40.055361,-82.482496,Arbys,43055,OH
Wauseon,US,41.571905,-84.134041,Wendys,43567,OH
Van Wert,US,40.85859,-84.596774,Arbys CLOSED,45891,OH
Hilo,US,19.69899,-155.061619,Kentucky Fried Chicken,96720,HI
Harleysville,US,40.279082,-75.38726199999999,SUBWAY,19438,PA
Oxford,US,42.816611,-83.257029,Burger King®,48371,MI
Royal Oak,US,42.507525,-83.175453,SUBWAY,48073,MI
Melrose Park,US,41.895051,-87.864981,SUBWAY,60160,IL
Miami,US,25.689839000000003,-80.312848,Bannastrows Crepes and Coffee Dadeland Mall,33156,FL
Sanford,US,35.457910999999996,-79.142385,Waffle House,27332,NC
Houston,US,29.656397,-95.513538,Wendys,77071,TX
Endicott,US,42.099247,-76.047575,Wendys,13760,NY
Chillicothe,US,39.348887,-82.99675,SUBWAY,45601,OH
Tyler,US,32.395117,-95.269234,Whataburger,75708,TX
Danville,US,36.583837,-79.426855,SUBWAY,24541,VA
Kalamazoo,US,42.259782,-85.567665,Dairy Queen,49001,MI
West Palm Beach,US,26.706451,-80.109996,Dunkin Donuts,33409,FL
Troy,US,38.983474,-90.970677,SONIC Drive In,63379,MO
Mountain View,US,37.397882,-122.075131,Fast Pizza Delivery,94043,CA
Maryville,US,35.714333,-84.018516,Dominos Pizza,37801,TN
Visalia,US,36.351456,-119.297394,Taco Bell,93291,CA
Portsmouth,US,38.740152,-82.96551,Taco Bell,45662,OH
Provo,US,40.24862,-111.64760700000001,Taco Bell,84602,UT
Alabaster,US,33.233325,-86.810006,Whataburger,35007,AL
Freeport,US,42.301916999999996,-89.638087,Subway,61032,IL
Portsmouth,US,38.736968,-82.99397900000001,Dominos Pizza,45662,OH
Monroe,US,32.5283,-92.08005,Popeyes Louisiana Kitchen,71203,LA
Farmerville,US,32.77134,-92.40545999999999,Popeyes Louisiana Kitchen,71241,LA
Shreveport,US,32.410990000000005,-93.79588000000001,Raising Cane's Chicken Fingers,71118,LA
Bossier City,US,32.55922,-93.71184000000001,McAlister's Deli,71111,LA
Franklin,US,29.80842,-91.5108,Popeyes Louisiana Kitchen,70538,LA
Purvis,US,31.149563,-89.4623,Domino's Pizza,39475,MS
Hammond,US,30.48253,-90.45682,Burger King,70403,LA
New Orleans,US,29.924329999999998,-90.02149,Wendy's,70114,LA
New Orleans,US,29.947879999999998,-90.21333,Subway,70123,LA
Lafayette,US,30.17372,-92.06992,Taco Bell,70503,LA
Eunice,US,30.495359999999998,-92.43419,Subway,70535,LA
Pineville,US,31.366999999999997,-92.40711,Subway,71360,LA
Ball,US,31.406540000000003,-92.41118,Subway,71405,LA
Rayne,US,30.204508,-92.24859000000001,Sonic Drive-In,70578,LA
New Orleans,US,29.94083,-90.07468,Popeyes Louisiana Kitchen,70130,LA
New Orleans,US,29.953229999999998,-90.07261,Subway,70112,LA
Lafayette,US,30.214570000000002,-92.02214000000001,Burger King,70503,LA
Chalmette,US,29.95577,-89.98436,Subway,70043,LA
Lake Charles,US,30.198629999999998,-93.23198000000001,Wendy's,70601,LA
Sulphur,US,30.219559999999998,-93.37583000000001,Wendy's,70663,LA
Kenner,US,30.006520000000002,-90.23671999999999,Sonic Drive-In,70062,LA
Donaldsonville,US,30.101799,-90.997025,Taco Bell,70346,LA
Lafayette,US,30.231409999999997,-92.06306,McDonald's,70506,LA
Lake Charles,US,30.397009999999998,-93.23183,Subway,70611,LA
Monroe,US,32.5376,-92.07857,Dairy Queen Grill and Chill,71203,LA
Monroe,US,32.55079,-92.07779000000001,Burger King,71201,LA
Alexandria,US,31.27852,-92.45235,Subway,71301,LA
Metairie,US,29.97945,-90.23408,Popeyes Louisiana Kitchen,70003,LA
New Orleans,US,30.02025,-90.11283,Subway,70124,LA
New Orleans,US,29.9667,-90.08819,McDonald's,70119,LA
Gretna,US,29.910807000000002,-90.053116,Taco Bell,70053,LA
Covington,US,30.44427,-90.08417,Lees Hamburgers,70433,LA
Bossier City,US,32.55912,-93.71251,Tamolly's Mexican Restaurant,71111,LA
Monroe,US,32.52995,-92.11502,Subway,71201,LA
West Monroe,US,32.50378,-92.12777,McDonald's,71291,LA
Baton Rouge,US,30.47812,-91.1604,Domino's Pizza,70805,LA
Baton Rouge,US,30.38539,-91.06326,Chick-Fil-A,70809,LA
Baton Rouge,US,30.38366,-91.06603,Taco Bell,70809,LA
New Orleans,US,29.960929999999998,-90.18428,Five Guys Burgers Fries,70123,LA
Slidell,US,30.31137,-89.76871,Burger King,70458,LA
Slidell,US,30.28507,-89.77796,Burger King,70458,LA
Slidell,US,30.289709999999996,-89.72381999999999,Wendy's,70461,LA
Shreveport,US,32.447559999999996,-93.86578,Wendy's,71129,LA
Shreveport,US,32.4316,-93.71381,Whataburger,71105,LA
Shreveport,US,32.448,-93.86421999999999,Burger King,71129,LA
Shreveport,US,32.44786,-93.86654,Wingstop Restaurant,71129,LA
Shreveport,US,32.45353,-93.74649000000001,McDonald's,71106,LA
Shreveport,US,32.55835,-93.78193,Subway,71107,LA
Bossier City,US,32.54126,-93.64761999999999,Subway,71111,LA
Shreveport,US,32.4487,-93.86716,Subway,71129,LA
Spartanburg,US,34.918549,-81.886346,KFC,29302,SC
San Jose,US,37.249953000000005,-121.863598,Burger King,95123,CA
Tuskegee,US,32.421275,-85.693561,McDonalds,36083,AL
Danville,US,36.586191,-79.422956,Pizza Hut,24541,VA
Hialeah,US,25.858041,-80.27443000000001,Pizza Hut,33013,FL
Birmingham,US,33.350059,-86.866104,Pizza Hut,35244,AL
Rainbow City,US,33.957405,-86.04226,Pizza Hut,35906,AL
Foley,US,30.398404,-87.682875,SUBWAY,36535,AL
Oklahoma City,US,35.492662,-97.369733,Churchs Chicken,73141,OK
Birmingham,US,33.472288,-86.819843,Subway,35209,AL
Altavista,US,37.116071000000005,-79.28005,KFC,24517,VA
Smyrna,US,33.886803,-84.473497,Steak 'n Shake,30080,GA
Winter Haven,US,28.004427000000003,-81.723552,KFC,33880,FL
Owensboro,US,37.721035,-87.123766,Long John Silvers,42301,KY
Los Angeles,US,33.974416999999995,-118.28209199999999,SUBWAY,90003,CA
Brooksville,US,28.533609999999996,-82.40818,Pizza Hut,34601,FL
