city,country,latitude,longitude,name,postalCode,province
Wichita,US,37.7029,-97.3353,Burger King,67214,KS
Kansas City,US,39.0873,-94.6254,McDonald's,66105,KS
Nampa,US,43.6067,-116.6043,Jack in the Box,83651,ID
Boise,US,43.6086,-116.1927,Carl's Jr.,83702,ID
Garden City,US,43.6677,-116.2773,Jack in the Box,83714,ID
Boise,US,43.6189,-116.2626,Taco Bell,83704,ID
Boise,US,43.5949,-116.1931,Taco Bell,83706,ID
Boise,US,43.5819,-116.2143,Domino's Pizza,83705,ID
Anderson,US,40.0673,-85.6527,Panda Express,46013,IN
Plymouth,US,41.3603,-86.3116,Bob Evans Restaurant,46563,IN
West Terre Haute,US,39.4637,-87.4573,Burger King,47885,IN
Fort Wayne,US,41.1221,-85.1351,Rally's,46825,IN
Louisville,US,38.2154,-85.5396,Burger King,40299,KY
Louisville,US,38.2413,-85.5778,Skyline Chili,40222,KY
Louisville,US,38.2331,-85.6411,QDOBA Mexican Eats,40207,KY
Brandenburg,US,37.9808,-86.1633,McDonald's,40108,KY
Mishawaka,US,41.6188,-86.1768,Subway,46544,IN
Mishawaka,US,41.658,-86.2124,KFC,46544,IN
Elkhart,US,41.6747,-86.0028,Burger King,46514,IN
Florence,US,38.9905,-84.6371,Checkers Drive-In Rstrnt Inc,41042,KY
Cincinnati,US,39.1305,-84.6075,Skyline Chili,45238,OH
Amelia,US,39.0213,-84.2083,Gold Star Chili,45102,OH
Franklin,US,39.5639,-84.2891,Gold Star Chili,45005,OH
Cincinnati,US,39.1461,-84.4288,Panera Bread,45209,OH
Cincinnati,US,39.2041,-84.3704,Panera Bread,45236,OH
West Chester,US,39.3531,-84.3617,Panera Bread,45069,OH
Crown Point,US,41.4307,-87.3639,Pop's Italian Beef & Sausage,46307,IN
Gary,US,41.5945,-87.3375,KFC,46402,IN
Munster,US,41.5391,-87.5098,White Castle,46321,IN
Schererville,US,41.4971,-87.471,Red Robin Gourmet Burgers,46375,IN
Carmel,US,39.9984,-86.1305,QDOBA Mexican Eats,46032,IN
Mattoon,US,39.4849,-88.3304,Wendy's,61938,IL
Tifton,US,31.4484,-83.5344,Wendy's,31793,GA
Lahaina,US,20.8741,-156.6785,Lahaina Pizza Company,96761,HI
Honolulu,US,21.2774,-157.7046,Teddy's Bigger Burgers,96825,HI
Belvidere,US,42.268,-88.8527,KFC,61008,IL
Walcott,US,41.6178,-90.7816,Wendy's,52773,IA
Waukegan,US,42.4105,-87.8555,Taco Bell,60085,IL
Lake Zurich,US,42.1871,-88.1023,McDonald's,60047,IL
Schaumburg,US,42.0494,-88.0446,Panera Bread,60173,IL
Philadelphia,US,40.0091,-75.1514,Church's Chicken,19140,PA
Silver Spring,US,39.0207,-77.0139,McDonald's,20901,MD
Germantown,US,39.1808,-77.2702,Wendy's,20874,MD
Takoma Park,US,38.9658,-77.0019,McDonald's,20912,MD
Gaithersburg,US,39.1449,-77.2156,McDonald's,20878,MD
Frederick,US,39.3895,-77.4095,Waffle House,21704-8312,MD
Germantown,US,39.1826,-77.2379,Popeye's Chicken & Biscuits,20876,MD
Savannah,US,32.0487,-81.1662,McDonald's,31405,GA
Savannah,US,32.0476,-81.065,McDonald's,31404,GA
Savannah,US,32.0531,-81.1068,McDonald's,31405,GA
Savannah,US,32.049,-81.1646,Burger King,31405,GA
Okeechobee,US,27.2432,-80.8357,Jersey Mike's Subs,34972,FL
Macon,US,32.8438,-83.6304,Checkers,31201,GA
Gainesville,US,34.3137,-83.7964,Chick-fil-A,30501,GA
Dunlap,US,35.3889,-85.3772,Hardee's,37327,TN
Bainbridge,US,30.9037,-84.5809,Dairy Queen Grill & Chill,39819,GA
Waynesboro,US,33.1011,-82.0228,McDonald's,30830,GA
Valdosta,US,30.7531,-83.2726,Subway,31601,GA
Dalton,US,34.7609,-84.9948,Wendy's,30720,GA
Hodgenville,US,37.582933000000004,-85.73691600000001,Pizza Hut,42748,KY
Lawrenceburg,US,38.06794,-84.91873000000001,McDonald's,40342,KY
Tallahassee,US,30.4544,-84.2778,Whataburger,32303,FL
Tallahassee,US,30.4647,-84.2834,Wendy's,32303,FL
Tallahassee,US,30.4488,-84.3105,Chick-fil-A,32304,FL
Kissimmee,US,28.3462,-81.6288,McDonald's,34747,FL
Gainesville,US,29.6602,-82.4205,Hardee's,32605,FL
Vero Beach,US,27.6393,-80.446,Burger King,32966,FL
Fort Morgan,US,40.2537,-103.8032,Sonic Drive-In,80701,CO
Louisville,US,38.291732,-85.509789,Taco Bell,40245,KY
Owensboro,US,37.75803,-87.14299999999999,SUBWAY,42301,KY
Ocala,US,29.1126,-82.023,Pizza Hut,34472,FL
Ocala,US,29.1661,-82.1632,Hardee's,34471,FL
Ocala,US,29.0571,-82.279,Domino's Pizza,34481,FL
Horse Cave,US,37.201389,-85.935347,McDonald's,42749,KY
Cocoa,US,28.3959,-80.7555,Taco Bell,32922,FL
Satellite Beach,US,28.1382,-80.5948,Wendy's,32937,FL
Fort Lauderdale,US,26.111,-80.252,Lime Fresh Mexican Grill,33324,FL
Deerfield Beach,US,26.3181,-80.1297,ABC Chinese Restaurant,33442,FL
Sarasota,US,27.3373,-82.4584,McDonald's,34232,FL
Sebring,US,27.4993,-81.4885,Panera Bread,33870,FL
DeLand,US,28.9958,-81.3032,Burger King,32720,FL
Ormond Beach,US,29.3331,-81.1286,McDonald's,32174,FL
Crestview,US,30.7235,-86.5684,Wendy's,32536,FL
Kissimmee,US,28.1456,-81.4491,Pizza Hut,34759,FL
Orlando,US,28.5318,-81.3977,McDonald's,32805,FL
Miami,US,25.9255,-80.1663,Taco Bell,33162,FL
Pompano Beach,US,26.2562,-80.2503,Panera Bread,33071,FL
Riverview,US,27.8936,-82.3236,SUBWAY,33578,FL
Tampa,US,27.9967,-82.4386,McDonald's,33610,FL
Sun City Center,US,27.7129,-82.3367,McDonald's,33573,FL
Tampa,US,28.054000000000002,-82.4371,Sonic Drive-In,33612,FL
Palm Harbor,US,28.0925,-82.7729,Gyros King Subs & Salads,34683-2658,FL
Tampa,US,27.9388,-82.5062,Chick-fil-A,33609,FL
Port Richey,US,28.2943,-82.7083,KFC,34668,FL
Clearwater,US,27.9608,-82.7754,Church's Chicken,33755,FL
Tampa,US,27.9635,-82.4739,Rick's on the River,33607,FL
Largo,US,27.9162,-82.8189,Panera Bread,33770,FL
Brandon,US,27.924,-82.315,Waffle House,33511,FL
Brandon,US,27.9318,-82.3261,Panera Bread,33511,FL
Saint Petersburg,US,27.79,-82.6388,Panera Bread,33704,FL
Brooksville,US,28.537,-82.4074,McDonald's,34601,FL
Tampa,US,28.0115,-82.3941,McDonald's,33617,FL
West Palm Beach,US,26.6856,-80.2009,Wendy's,33411,FL
Boca Raton,US,26.3502,-80.1561,Chipotle Mexican Grill,33433,FL
Boca Raton,US,26.3699,-80.2063,Panera Bread,33498,FL
Lake Worth,US,26.6185,-80.1184,Bud's Chicken & Seafood,33463,FL
Lake Worth,US,26.6186,-80.1109,Pollo Tropical,33461,FL
Delray Beach,US,26.4392,-80.0828,Pollo Tropical,33444,FL
Boynton Beach,US,26.5294,-80.0592,Bud's Chicken & Seafood,33435,FL
Fernandina Beach,US,30.6442,-81.4587,Taco Bell,32034,FL
Fort Pierce,US,27.4175,-80.3843,Waffle House,34947,FL
Fort Pierce,US,27.4147,-80.3938,Burger King,34945,FL
Winter Haven,US,28.0079,-81.7308,Eddie's Chinese Take Out,33880,FL
Davenport,US,28.3129,-81.6646,Chinese To Go,33897,FL
Lake Wales,US,27.9002,-81.5987,McDonald's,33853,FL
Lake Wales,US,27.96,-81.6229,McDonald's,33859,FL
Portersville,US,40.96519,-80.14551,Subway,16051,PA
Fort Myers,US,26.4663,-81.832,Burger King,33908,FL
Bonita Springs,US,26.331999999999997,-81.753,McDonald's,34135,FL
Pueblo,US,38.3101,-104.6342,East Coast Pizza,81008-1613,CO
Montrose,US,38.4555,-107.8655,Sonic Drive-In,81401,CO
Wellington,US,40.7043,-104.9995,Burger King,80549,CO
Findlay,US,41.055545,-83.59105600000001,Chipotle Mexican Grill,45840,OH
Peyton,US,38.9375,-104.6101,McDonald's,80831,CO
Delmont,US,40.41024,-79.57254,Dairy Queen,15626,PA
Eldred,US,41.94147,-78.37597,Fox's Pizza Den,16731,PA
Vancouver,US,45.66873,-122.66435,Skippers-Vancouver,98665,WA
Portland,US,45.52834,-122.68064,Laughing Planet Cafe,97209,OR
Portland,US,45.52267,-122.6543,Michael's Italian Beef,97214,OR
Merced,US,37.3177,-120.4725,Domino's Pizza,95348-3405,CA
Pottstown,US,40.24655,-75.68939,Valentino's Pizzeria Restaurant,19464,PA
Norristown,US,40.12874,-75.43389,Nathan's Famous Hot Dogs,19403,PA
Napa,US,38.284,-122.2746,Panda Express,94559,CA
Norristown,US,40.12788,-75.40431,Chick-fil-A,19403,PA
Struthers,US,41.056490000000004,-80.58821999999999,Donavitos Restaurant Catering Company,44471,OH
Fresno,US,36.7587,-119.7901,McDonald's,93703,CA
Santa Rosa,US,38.4431,-122.6859,High Tech Burrito,95405,CA
Meadville,US,41.631190000000004,-80.15523,Subway,16335,PA
Camarillo,US,34.2215,-119.0704,Carl's Jr.,93010,CA
Simi Valley,US,34.2814,-118.7931,Panda Express,93065,CA
Willow Grove,US,40.14427,-75.11587,Grub Burger Bar,19090,PA
Warren,US,41.26358,-80.74139,Holy Hot Dog,44484,OH
Warren,US,41.21784,-80.7398,Chick-fil-A,44484,OH
Youngstown,US,41.10468,-80.64922,Jimmy John's,44503,OH
Modesto,US,37.6392,-121.0001,McDonald's,95354,CA
Salinas,US,36.7127,-121.6544,Five Guys,93906,CA
Salinas,US,36.704,-121.6534,Taco Bell,93906,CA
El Centro,US,32.7716,-115.5507,Taco Bell,92243,CA
Chico,US,39.7242,-121.8437,Franky's,95928,CA
Chico,US,39.7515,-121.8544,Happy Garden Restaurant,95926,CA
Pittsburgh,US,40.43557,-80.06555,Sarafino's Pasta Pizza,15205,PA
San Jose,US,37.2624,-121.8778,Round Table Pizza,95118,CA
San Jose,US,37.226,-121.7751,Sushi Boat Town,95139,CA
Tannersville,US,41.035059999999994,-75.30284,Dairy Queen Grill Chill,18372,PA
San Jose,US,37.3228,-121.98,Da Vita San Jose Pd Dialysis,95129,CA
San Pablo,US,37.9658,-122.3451,Jack in the Box,94806,CA
Concord,US,37.9621,-121.9866,McDonald's,94521,CA
Myerstown,US,40.37769,-76.30946,Hardee's,17067,PA
Richmond,US,37.9337,-122.3353,JJ Fish and Chicken,94805,CA
Lomita,US,33.7785,-118.3102,KFC,90717,CA
Lancaster,US,34.6893,-118.0952,McDonald's,93535,CA
Long Beach,US,33.7901,-118.1889,McDonald's,90806,CA
Perkasie,US,40.3828,-75.27769,Sheung Garden,18944,PA
Santa Barbara,US,34.4357,-119.8097,Domino's Pizza,93111,CA
Harrisburg,US,40.277029999999996,-76.8238,Jimmy John's,17109,PA
Placerville,US,38.7279,-120.8079,KFC,95667,CA
South Lake Tahoe,US,38.9124,-120.0033,McDonald's,96150,CA
Daly City,US,37.6771,-122.4676,Burger King,94014,CA
Butler,US,40.87055,-79.9297,Wendy's,16001,PA
Butler,US,40.862095000000004,-79.90272,McDonald's,16001,PA
Mill Valley,US,37.8907,-122.5161,McDonald's,94941,CA
Memphis,US,35.0966,-89.8591,Taco Bell,38119,TN
Pineville,US,36.5092,-94.2804,McDonald's,64856,MO
San Bernardino,US,34.0692,-117.262,Panera Bread,92408,CA
Moreno Valley,US,33.9424,-117.2434,KFC,92557,CA
West Chester,US,40.00966,-75.59433,Hong Kong Restaurant,19380,PA
Berwick,US,41.054159999999996,-76.23431,J C Chinese Restaurant,18603,PA
Andalusia,US,31.3112,-86.4676,Crispy Chicken,36420,AL
Greenville,US,31.8531,-86.6413,Bates House Of Turkey Inc,36037,AL
Montgomery,US,32.4062,-86.2143,Burger King,36117,AL
Dover,US,39.99425,-76.84104,Fox's Pizza Den,17315,PA
Cumming,US,34.2535,-84.0893,McDonald's,30041,GA
Adairsville,US,34.3764,-84.9149,McDonald's,30103,GA
Uniontown,US,39.90678,-79.74023000000001,McDonald's,15401,PA
Auburn,US,32.6001,-85.4817,Uncle Maddio's Pizza Joint,36830,AL
Daphne,US,30.6663,-87.8532,McDonald's,36526,AL
Mobile,US,30.6842,-88.2251,McDonald's,36608,AL
Mechanicsburg,US,40.23707,-76.9665,Five Guys Burgers Fries,17050,PA
Montgomery,US,32.355,-86.2646,Five Guys,36106,AL
Montgomery,US,32.3844,-86.2065,Chick-fil-A,36117,AL
Birmingham,US,33.3797,-86.7993,Moe's Southwest Grill,35216,AL
Fultondale,US,33.6096,-86.7973,Hardee's,35068,AL
Seminole,US,35.23741,-96.67124,McDonald's,74868,OK
Tuscaloosa,US,33.2061,-87.5042,Domino's Pizza,35404,AL
Madison,US,34.7481,-86.7817,Domino's Pizza,35758,AL
Huntsville,US,34.7475,-86.595,Island Soul,35801,AL
Altoona,US,40.468070000000004,-78.4148,Auntie Anne's Soft Pretzels,16602,PA
Madison,US,34.6787,-86.7482,Wendy's,35758,AL
Altoona,US,40.521640000000005,-78.39785,Subway,16601,PA
Edmond,US,35.655103999999994,-97.471489,Quiznos,73034,OK
Stillwater,US,36.138740000000006,-97.05145,Jersey Mike's Subs,74075,OK
Arlington,US,38.8798,-77.1123,Chipotle Mexican Grill,22203,VA
Lawton,US,34.6238,-98.4256,Chick-Fil-A,73505,OK
Centreville,US,41.9237,-85.5252,Subway,49032,MI
Dexter,US,42.295,-83.8787,McDonald's,48130,MI
Ypsilanti,US,42.2518,-83.6292,Wendy's,48197,MI
Comstock Park,US,43.0719,-85.6888,Wendy's,49321,MI
Charlotte,US,42.5669,-84.8295,McDonald's,48813,MI
Grand Ledge,US,42.7413,-84.7333,Taco Bell,48837,MI
Saint Johns,US,42.9918,-84.5469,Taco Bell,48879,MI
Portage,US,42.2177,-85.5898,QDOBA Mexican Eats,49002,MI
Pittsburgh,US,40.49207,-80.06235,McDonald's,15202,PA
York,US,39.974959999999996,-76.6802,Gyro X-Press,17402,PA
Watervliet,US,42.1795,-86.2612,Burger King,49098,MI
Benton Harbor,US,42.0828,-86.4371,Wendy's,49022,MI
Reading,US,40.38859,-75.93276999999999,Domino's Pizza,19605,PA
Reading,US,40.375009999999996,-75.92730999999999,Pizza Hut,19605,PA
Eastpointe,US,42.4654,-82.9383,Taco Bell,48021,MI
Wixom,US,42.4952,-83.5351,Taco Bell,48393,MI
Port Huron,US,43.0009,-82.4392,McDonald's,48060,MI
Harrisburg,US,40.28119,-76.88081,Popeyes Louisiana Kitchen,17103,PA
Southgate,US,42.2157,-83.1816,Taco Bell,48195,MI
Omaha,US,41.2901,-96.0806,Burger King,68134,NE
Omaha,US,41.2915,-96.1828,Taco Bell,68116,NE
Urbandale,US,41.6481,-93.6967,McDonald's,50322,IA
Milton Freewater,US,45.937709999999996,-118.38713,Hong's Garden Restaurant,97862,OR
Rogue River,US,42.43492,-123.1707,Abby's Legendary Pizza,97537,OR
Springfield,US,44.059259999999995,-122.98985,Kfc,97477,OR
Fairborn,US,39.7767,-84.0649,El Rancho Grande,45324,OH
Lincoln City,US,44.9665,-124.01723,Lee's Chinese Restaurant,97367,OR
McMinnville,US,45.223637,-123.19376000000001,Dominos Pizza,97128,OR
Dayton,US,39.7031,-84.1252,KFC,45420,OH
Dayton,US,39.766999999999996,-84.0567,Chick-fil-A,45431,OH
Seaside,US,46.02315,-123.91136999999999,Dairy Queen,97138,OR
Wichita,US,37.6915,-97.4439,McDonald's,67212,KS
Wichita,US,37.666,-97.245,McDonald's,67207,KS
Salem,US,44.96819,-122.98338000000001,Jimmy John's,97305,OR
Salem,US,45.0111,-122.99663000000001,Chipotle Mexican Grill,97303,OR
Salem,US,44.98961,-123.02649,Pizza Hut,97303,OR
Sweet Home,US,44.40371,-122.69126000000001,Ma's Restaurant,97386,OR
Olathe,US,38.8715,-94.835,Hardee's,66061,KS
North Platte,US,41.123129999999996,-100.76456,Amigos-Kings Classic,69101,NE
Wilsonville,US,45.30249,-122.76345,Jimmy John's,97070,OR
Portland,US,45.39512,-122.75152,Joe's Burgers,97224,OR
Central Point,US,42.36943,-122.9132,Pizza Hut,97502,OR
Medford,US,42.34189,-122.87047,Mucho Gusto,97504,OR
Medford,US,42.34337,-122.8767,Wetzel's Pretzels,97501,OR
Medford,US,42.34426,-122.8811,Chipotle Mexican Grill,97501,OR
Nampa,US,43.5577,-116.5736,Sonic Drive-In,83686,ID
Nampa,US,43.6018,-116.5983,Taco Bell,83651,ID
Florence,US,43.9839,-124.10086000000001,Pizza Hut,97439,OR
Kendallville,US,41.4527,-85.2734,Arby's,46755,IN
McMinnville,US,45.19664,-123.20889,China House,97128,OR
Woodburn,US,45.144615,-122.858345,Panera Bread,97071,OR
Shepherdsville,US,37.9907,-85.7103,Sonic Drive-In,40165,KY
Frankfort,US,40.279,-86.4954,Everything Ok,46041,IN
Goshen,US,41.5925,-85.8558,Pizza Hut,46526,IN
Coos Bay,US,43.35798,-124.21236999999999,Abby's Legendary Pizza,97420,OR
Seaside,US,45.99216,-123.92045,McDonald's,97138,OR
Longview,US,46.13792,-122.93364,Gyros Gyros,98632,WA
Long Beach,US,46.370670000000004,-124.05316,Corral Drive In,98631,WA
Harrison,US,39.2607,-84.7956,Gold Star Chili,45030,OH
Warrenton,US,46.16234,-123.89713,Pizza Hut,97146,OR
Cincinnati,US,39.1532,-84.65799999999999,Subway,45248,OH
Cincinnati,US,39.2448,-84.5946,Panera Bread,45251,OH
Pendleton,US,45.66594,-118.80258,Cadillac Jack's Saloon Grill,97801,OR
Portland,US,45.4479,-122.59978999999998,Zappo's Pizza,97222,OR
Independence,US,38.9289,-84.5453,McDonald's,41051,KY
Cincinnati,US,39.2352,-84.37700000000001,Pizza Hut,45242,OH
Hood River,US,45.70936,-121.51171000000001,Pietro's Pizza Gallery of Games,97031,OR
The Dalles,US,45.59924,-121.14233999999999,Big Jim's Drive In,97058,OR
Whiting,US,41.6827,-87.5086,Richway Gyros,46394,IN
Merrillville,US,41.4702,-87.3165,Jimmy John's,46410,IN
Eugene,US,44.07985,-123.06836000000001,Burrtio Amigos,97401,OR
Eugene,US,44.04777,-123.09867,Albee's Ny Gyros,97401,OR
Eugene,US,44.03898,-123.07046000000001,Agate Alley Bistro,97403,OR
Eugene,US,44.054559999999995,-123.08931000000001,Cornucopia,97401,OR
Danville,US,39.7618,-86.4959,Pizza Hut,46122,IN
Avon,US,39.7637,-86.3495,Subway,46123,IN
Avon,US,39.7636,-86.3806,Burger King,46123,IN
Indianapolis,US,39.9109,-86.2562,Gyro Stop,46268,IN
Brownsburg,US,39.8547,-86.39399999999999,Taco Bell,46112,IN
Greenwood,US,39.6145,-86.1591,Chick-fil-A,46142,IN
Carmel,US,40.0016,-86.1261,Chick-fil-A,46032,IN
Indianapolis,US,39.6661,-86.0945,KFC,46237,IN
Indianapolis,US,39.9123,-86.221,Firehouse Subs,46268,IN
Indianapolis,US,39.7938,-86.1447,Grub House,46202,IN
Portland,US,45.5205,-122.66038999999999,Nicholas Restaurant,97214,OR
Jacksonville,US,42.314679999999996,-122.96823,Bella Union Restaurant and Saloon,97530,OR
Grants Pass,US,42.42255,-123.34322,Casablanca Coffee Grill,97527,OR
Bend,US,44.0552,-121.30282,Five Guys Burgers Fries,97701,OR
Salem,US,44.889759999999995,-123.03443,QDOBA Mexican Eats,97302,OR
Portland,US,45.51129,-122.6742,Three Degrees Waterfront Bar Grill - CLOSED,97201,OR
Roseburg,US,43.226459999999996,-123.34993999999999,Mcdonalds,97470,OR
Roseburg,US,43.225629999999995,-123.34873999999999,China Buffet,97470,OR
Corvallis,US,44.58517,-123.25623,Kfc,97330,OR
Corvallis,US,44.590412,-123.27216999999999,QDOBA Mexican Eats,97330,OR
Albany,US,44.62428,-123.10846000000001,Subway,97321,OR
Albany,US,44.62484,-123.0914,Jacopetti's Catering,97322,OR
Albany,US,44.636990000000004,-123.10668999999999,First Burger,97321,OR
Albany,US,44.62343,-123.11442,Juicy Burger,97321,OR
White City,US,42.42633,-122.84995,Subway,97503,OR
Jennings,US,36.231809999999996,-96.56786,Simple Simon's Pizza,74038,OK
Jones,US,35.566309999999994,-97.28199000000001,Simple Simon's Pizza,73049,OK
Oklahoma City,US,35.46366,-97.38904000000001,Carl's Jr.,73110,OK
Oklahoma City,US,35.49345,-97.47711,Taco Bell,73111,OK
Hugo,US,34.011337,-95.51388,Taco Bell,74743,OK
Idabel,US,33.89587,-94.81170999999999,Dairy Queen,74745,OK
Wagoner,US,35.95909,-95.39573,Taco Bell,74467,OK
Broken Arrow,US,36.01783,-95.80201,Taco Bell,74012,OK
Tulsa,US,36.06126,-95.9698,Taco Bell,74136,OK
Broken Arrow,US,36.05707,-95.81591,Taco Bell,74012,OK
Eufaula,US,35.28993,-95.5822,Flavors Grill,74432,OK
Clinton,US,35.502340000000004,-98.97334000000001,Braum's Ice Cream and Dairy Store,73601,OK
Bettendorf,US,41.5256,-90.5051,Hardee's,52722,IA
Oklahoma City,US,35.39567,-97.596,Moe's Southwest Grill,73159,OK
Earth City,US,38.7613,-90.4591,Jack in the Box,63045,MO
Fenton,US,38.5246,-90.4727,Burger King,63026,MO
Waterloo,US,38.3537,-90.1511,Burger King,62298,IL
Sand Springs,US,36.13758,-96.09688,AW All-American Food,74063,OK
Sand Springs,US,36.13943,-96.10291,Taco Bueno,74063,OK
Weatherford,US,35.52646,-98.69638,Carl's Jr.,73096,OK
Miami,US,36.90383,-94.8771,Charlie's Fried Chicken,74354,OK
Pryor,US,36.30393,-95.31943000000001,Hardee's,74361,OK
Altus,US,34.63817,-99.32366999999999,Domino's Pizza,73521,OK
Huntley,US,42.1729,-88.4281,McDonald's,60142,IL
Redford,US,42.439589,-83.316227,Taco Bell,48240,MI
Norman,US,35.21073,-97.472984,QDOBA Mexican Eats,73072,OK
Norman,US,35.22078,-97.42351,Taco Bueno,73071,OK
Tulsa,US,36.0895,-96.01263,Arnold's Old Fashioned Hamburgers,74107,OK
Lawton,US,34.62322,-98.43321999999999,McDonald's,73505,OK
Coldwater,US,41.941759999999995,-84.97134,Mr Gyros,49036,MI
Riverdale,US,41.6627,-87.6605,Burger King,60827,IL
Edmond,US,35.6691,-97.51338,Taco Mayo,73003,OK
Claremore,US,36.31624,-95.62571,Long John Silver's,74017,OK
Owasso,US,36.29157,-95.83418,Jimmy John's,74055,OK
Ponca City,US,36.73095,-97.06766999999999,Golden Chick,74601,OK
McAlester,US,34.92732,-95.74325,McDonald's,74501,OK
McAlester,US,34.92732,-95.74328,AW All-American Food,74501,OK
Oklahoma City,US,35.49297,-97.53514,Pollo Campero,73106,OK
Edmond,US,35.60955,-97.46436,Jimmy John's,73013,OK
Bartlesville,US,36.75058,-95.93848,Wendy's,74006,OK
Shawnee,US,35.373870000000004,-96.91216,Chicken Express,74804,OK
Muskogee,US,35.74163,-95.34051,Chet's East,74403,OK
Macon,US,32.8781,-83.7643,Sonic Drive-In - Closed,31210,GA
Jasper,US,35.0397,-85.6855,Taco Bell,37347,TN
Chattanooga,US,34.9976,-85.2437,Domino's Pizza,37412,TN
Albany,US,31.5755,-84.1495,Waffle House,31701,GA
Dalton,US,34.8221,-84.9438,Domino's Pizza,30721,GA
Port Charlotte,US,26.9871,-82.1044,Pizza Hut,33952,FL
Inver Grove Heights,US,44.817415000000004,-93.04554499999999,SUBWAY,55076,MN
Saint Paul,US,44.9921,-93.1054,Burger King,55113,MN
Tallahassee,US,30.4409,-84.3168,Wendy's,32304,FL
Gainesville,US,29.6885,-82.4415,Wendy's,32606,FL
Panama City,US,30.1886,-85.65,Wendy's,32405,FL
Burnsville,US,44.7455,-93.2782,Taco Bell,55337,MN
Saint Cloud,US,45.568036,-94.141307,Taco Bell,56304,MN
Fort Lauderdale,US,26.1937,-80.2192,Subway,33319,FL
Bradenton,US,27.4331,-82.5759,Taco Bell,34207,FL
Sarasota,US,27.2965,-82.4526,Domino's Pizza,34233,FL
Bradenton,US,27.4191,-82.5757,Vertoris Pizza House,34207,FL
Sarasota,US,27.229,-82.4949,Chick-fil-A,34238,FL
Lady Lake,US,28.9385,-81.9441,KFC,32159,FL
Winter Park,US,28.5916,-81.3646,Chick-fil-A,32789,FL
Orlando,US,28.611,-81.4283,KFC,32810,FL
Vicksburg,US,32.31465,-90.87883000000001,Popeyes Louisiana Kitchen,39180,MS
Vicksburg,US,32.34949,-90.86301,Subway,39183,MS
Calhoun City,US,33.85523,-89.29592,Sonic Drive-In,38916,MS
Strafford,US,37.27571,-93.11599,Subway,65757,MO
Hialeah,US,25.866999999999997,-80.2997,KFC,33012,FL
Hamilton,US,34.14097,-87.98401,Pizza Hut,35570,AL
Marion,US,40.5745,-85.675,Long John Silver's,46952,IN
Noblesville,US,39.9954,-85.9278,Panda Express,46060,IN
Indianapolis,US,39.7735,-86.0176,Yen Ching Restaurant,46219,IN
Waterloo,US,42.46865,-92.32124,Wendy's,50702,IA
Fort Madison,US,40.627492,-91.333887,SUBWAY,52627,IA
Iowa City,US,41.660042,-91.533344,SUBWAY,52240,IA
Washington,US,41.2965,-91.6934,SUBWAY,52353,IA
Mobile,US,30.676990000000004,-88.1484,Moe's Southwest Grill,36608,AL
Coralville,US,41.669374,-91.568134,Taco Johns,52241,IA
Lucedale,US,30.91031,-88.59773,Hardee's,39452,MS
Lucedale,US,30.9248,-88.59534000000001,Church's Chicken,39452,MS
Tupelo,US,34.24831,-88.71628,Taco Bell,38801,MS
Senatobia,US,34.62744,-89.96925,Burger King,38668,MS
Wellington,US,26.6736,-80.2035,Steak 'n Shake,33414,FL
Boca Raton,US,26.3343,-80.2023,Taco Bell,33428,FL
Gulfport,US,30.37983,-89.09319,Checkers,39501,MS
Flowood,US,32.337070000000004,-90.06681999999999,Which Wich,39232,MS
Yazoo City,US,32.86499,-90.39369,Taco Bell,39194,MS
Madison,US,32.51704,-90.11195,Steak Escape,39110,MS
Greenwood,US,33.50662,-90.19247,Church's Chicken,38930,MS
Greenwood,US,33.52835,-90.22188,McDonald's,38930,MS
Clinton,US,32.34587,-90.32587,Fox's Pizza Den,39056,MS
Brandon,US,32.37169,-90.01799999999999,Pita Pit Brandon,39047,MS
Pascagoula,US,30.37241,-88.53416,Charley's Grilled Subs,39581,MS
Pascagoula,US,30.37824,-88.52726,Taco Bell,39581,MS
Greenville,US,33.40003,-91.03094,Captain D's Seafood Kitchen,38703,MS
Miami,US,25.832697,-80.20798,Wingstop,33150,FL
Tampa,US,28.068913000000002,-82.44926,Wing King Of Fletcher,33612,FL
Miami,US,25.9287,-80.187,Carvel Ice Cream Bakery,33162,FL
Kissimmee,US,28.339433000000003,-81.409692,Burgerfi,34741,FL
Corinth,US,34.919129999999996,-88.51156999999999,Domino's Pizza,38834,MS
Lakeland,US,28.0903,-81.9734,Moe's Southwest Grill,33809,FL
Fort Lauderdale,US,26.170360000000002,-80.09979,Thai To Go,33308,FL
Vicksburg,US,32.3037,-90.89094,Domino's Pizza,39180,MS
Memphis,US,35.10565,-89.85831,D'Angelo Grilled Sandwiches,38120,TN
Olive Branch,US,34.96289,-89.79575,Hardee's,38654,MS
Okeechobee,US,27.2102,-80.794,King House Chinese Restaurant,34974,FL
Laurel,US,31.69782,-89.14641,Kfc,39440,MS
North Fort Myers,US,26.6795,-81.8984,McDonald's,33903,FL
Hattiesburg,US,31.31995,-89.38814,Dis and Dem Burgers and Sliders,39402,MS
Chapel Hill,US,35.913140000000006,-79.055,Asia Cafe,27514,NC
Waynesville,US,35.50035,-82.9881,Wendy's,28786,NC
Raleigh,US,35.78419,-78.72121,Sonic Drive-In,27606,NC
Meridian,US,32.36241,-88.72865,Waffle House,39307,MS
Durham,US,35.9543,-78.99476,Jason's Deli,27707,NC
